x,y,steps,success
5,38,2,0
7,38,3,0
9,38,4,0
1,39,1,1
2,39,1,1
4,39,1,1
5,39,1,1
7,39,2,0
1,40,1,1
3,40,2,0
7,40,2,0
9,40,2,0
11,40,2,0
1,41,1,1
2,41,1,1
3,41,1,1
4,41,2,1
5,41,3,1
1,42,1,1
5,42,2,0
11,42,2,0
13,42,4,0
17,42,3,0
1,43,1,1
2,43,1,1
3,43,2,1
4,43,1,1
5,43,2,1
1,44,1,1
3,44,1,1
5,44,1,1
7,44,2,1
9,44,1,1
1,45,1,1
2,45,1,1
4,45,2,0
7,45,3,0
8,45,2,0
1,46,1,1
3,46,2,0
5,46,3,0
7,46,3,0
9,46,3,0
1,47,1,1
2,47,1,1
3,47,1,1
4,47,1,1
5,47,2,1
1,48,1,1
5,48,2,0
7,48,1,1
11,48,2,1
13,48,2,0
1,49,1,1
2,49,1,1
3,49,2,1
4,49,3,1
5,49,1,1
1,50,1,1
3,50,1,1
7,50,4,0
9,50,3,0
11,50,2,0
1,51,1,1
2,51,1,1
4,51,1,1
5,51,2,1
7,51,3,1
1,52,1,1
3,52,2,0
5,52,3,0
7,52,2,0
9,52,2,0
1,53,1,1
2,53,1,1
3,53,1,1
4,53,2,1
5,53,2,1
1,54,1,1
5,54,1,1
7,54,2,0
11,54,1,1
13,54,2,1
1,55,1,1
2,55,1,1
3,55,2,1
4,55,1,1
6,55,2,0
1,56,1,1
3,56,1,1
5,56,2,0
9,56,2,0
11,56,3,0
1,57,1,1
2,57,1,1
4,57,2,0
5,57,2,0
7,57,3,0
1,58,1,1
3,58,2,0
5,58,2,0
7,58,3,0
9,58,3,0
1,59,1,1
2,59,1,1
3,59,1,1
4,59,1,1
5,59,1,1
1,60,1,1
7,60,2,0
11,60,2,0
13,60,2,0
17,60,3,0
1,61,1,1
2,61,1,1
3,61,2,1
4,61,3,1
5,61,4,1
1,62,1,1
3,62,1,1
5,62,2,1
7,62,1,1
9,62,1,1
1,63,1,1
2,63,1,1
4,63,1,1
5,63,2,1
8,63,1,1
1,64,1,1
3,64,2,0
5,64,1,1
7,64,3,0
9,64,2,0
1,65,1,1
2,65,1,1
3,65,1,1
4,65,2,1
6,65,1,1
1,66,1,1
5,66,3,0
7,66,3,0
13,66,3,0
17,66,2,0
1,67,1,1
2,67,1,1
3,67,2,1
4,67,1,1
5,67,3,1
1,68,1,1
3,68,1,1
5,68,2,0
7,68,2,0
9,68,2,0
1,69,1,1
2,69,1,1
4,69,2,0
5,69,1,1
7,69,1,1
1,70,1,1
3,70,2,0
9,70,2,0
11,70,2,0
13,70,3,0
1,71,1,1
2,71,1,1
3,71,1,1
4,71,1,1
5,71,2,1
1,72,1,1
5,72,2,0
7,72,3,0
11,72,3,0
13,72,2,0
1,73,1,1
2,73,1,1
3,73,2,1
4,73,3,1
5,73,2,1
1,74,1,1
3,74,1,1
5,74,1,1
7,74,2,1
9,74,3,1
1,75,1,1
2,75,1,1
4,75,1,1
7,75,2,1
8,75,2,0
1,76,1,1
3,76,2,0
5,76,2,0
7,76,1,1
9,76,3,0
1,77,1,1
2,77,1,1
3,77,1,1
4,77,2,1
5,77,2,1
1,78,1,1
5,78,2,0
7,78,2,0
11,78,3,0
17,78,3,0
1,79,1,1
2,79,1,1
3,79,2,1
4,79,1,1
5,79,1,1
1,80,1,1
3,80,1,1
7,80,2,0
9,80,1,1
11,80,2,0
1,81,1,1
2,81,1,1
4,81,2,0
5,81,3,0
7,81,2,0
1,82,1,1
3,82,2,0
5,82,3,0
7,82,2,0
9,82,4,0
1,83,1,1
2,83,1,1
3,83,1,1
4,83,1,1
5,83,2,1
1,84,1,1
5,84,1,1
11,84,2,0
13,84,2,0
17,84,1,1
1,85,1,1
2,85,1,1
3,85,2,1
4,85,3,1
6,85,2,0
1,86,1,1
3,86,1,1
5,86,3,0
7,86,4,0
9,86,3,0
1,87,1,1
2,87,1,1
4,87,1,1
5,87,2,0
7,87,2,1
1,88,1,1
3,88,2,0
5,88,2,0
7,88,3,0
9,88,2,0
1,89,1,1
2,89,1,1
3,89,1,1
4,89,2,1
5,89,1,1
1,90,1,1
7,90,1,1
11,90,2,0
13,90,1,1
17,90,3,0
1,91,1,1
2,91,1,1
3,91,2,1
4,91,1,1
5,91,2,1
1,92,1,1
3,92,1,1
5,92,2,1
7,92,3,0
9,92,4,0
1,93,1,1
2,93,1,1
4,93,2,0
5,93,2,1
7,93,3,1
1,94,1,1
3,94,2,0
5,94,1,1
7,94,3,0
9,94,2,1
1,95,1,1
2,95,1,1
3,95,1,1
4,95,1,1
6,95,1,1
1,96,1,1
5,96,2,0
7,96,2,0
11,96,2,0
13,96,2,0
1,97,1,1
2,97,1,1
3,97,2,1
4,97,3,1
5,97,3,1
1,98,1,1
3,98,1,1
5,98,2,0
9,98,1,1
11,98,1,1
1,99,1,1
2,99,1,1
4,99,1,1
5,99,1,1
7,99,3,0
1,100,1,1
3,100,2,0
7,100,2,0
9,100,3,0
11,100,2,0
1,101,1,1
2,101,1,1
3,101,1,1
4,101,2,1
5,101,3,1
1,102,1,1
5,102,2,0
7,102,2,0
11,102,3,0
13,102,2,0
1,103,1,1
2,103,1,1
3,103,2,1
4,103,1,1
5,103,2,1
1,104,1,1
3,104,1,1
5,104,1,1
7,104,1,1
9,104,2,0
1,105,1,1
2,105,1,1
4,105,2,0
8,105,2,0
11,105,2,0
1,106,1,1
3,106,2,0
5,106,3,0
7,106,3,0
9,106,2,0
1,107,1,1
2,107,1,1
3,107,1,1
4,107,1,1
5,107,2,1
1,108,1,1
5,108,2,0
7,108,2,0
11,108,2,0
13,108,2,0
1,109,1,1
2,109,1,1
3,109,2,1
4,109,3,1
5,109,1,1
1,110,1,1
3,110,1,1
7,110,2,0
9,110,3,0
13,110,3,0
1,111,1,1
2,111,1,1
4,111,1,1
5,111,2,1
7,111,1,1
1,112,1,1
3,112,2,0
5,112,3,0
9,112,4,0
11,112,5,0
1,113,1,1
2,113,1,1
3,113,1,1
4,113,2,1
5,113,2,1
1,114,1,1
5,114,1,1
7,114,2,1
11,114,3,1
13,114,2,0
1,115,1,1
2,115,1,1
3,115,2,1
4,115,1,1
6,115,2,0
1,116,1,1
3,116,1,1
5,116,2,0
7,116,2,1
9,116,1,1
1,117,1,1
2,117,1,1
4,117,2,0
5,117,2,0
7,117,2,1
1,118,1,1
3,118,2,0
5,118,2,0
7,118,1,1
9,118,3,0
1,119,1,1
2,119,1,1
3,119,1,1
4,119,1,1
5,119,1,1
1,120,1,1
7,120,2,0
11,120,1,1
13,120,2,0
17,120,3,0
1,121,1,1
2,121,1,1
3,121,2,1
4,121,3,1
5,121,4,1
1,122,1,1
3,122,1,1
5,122,2,1
7,122,3,0
9,122,3,0
1,123,1,1
2,123,1,1
4,123,1,1
5,123,2,1
7,123,2,0
1,124,1,1
3,124,2,0
5,124,1,1
7,124,2,0
9,124,2,0
1,125,1,1
2,125,1,1
3,125,1,1
4,125,2,1
6,125,1,1
1,126,1,1
5,126,3,0
11,126,2,0
13,126,3,0
17,126,4,0
1,127,1,1
2,127,1,1
3,127,2,1
4,127,1,1
5,127,3,1
1,128,1,1
3,128,1,1
5,128,2,0
7,128,3,0
9,128,4,0
1,129,1,1
2,129,1,1
4,129,2,0
5,129,1,1
7,129,3,0
1,130,1,1
3,130,2,0
7,130,3,0
9,130,2,0
11,130,2,0
1,131,1,1
2,131,1,1
3,131,1,1
4,131,1,1
5,131,2,1
1,132,1,1
5,132,2,0
7,132,1,1
13,132,2,0
17,132,2,0
1,133,1,1
2,133,1,1
3,133,2,1
4,133,3,1
5,133,2,1
1,134,1,1
3,134,1,1
5,134,1,1
7,134,4,0
9,134,1,1
1,135,1,1
2,135,1,1
4,135,1,1
7,135,2,0
8,135,1,1
1,136,1,1
3,136,2,0
5,136,2,0
7,136,2,0
9,136,2,0
1,137,1,1
2,137,1,1
3,137,1,1
4,137,2,1
5,137,2,1
1,138,1,1
5,138,2,0
7,138,2,0
11,138,3,0
13,138,3,0
1,139,1,1
2,139,1,1
3,139,2,1
4,139,1,1
5,139,1,1
1,140,1,1
3,140,1,1
9,140,2,0
11,140,2,1
13,140,2,1
1,141,1,1
2,141,1,1
4,141,2,0
5,141,3,0
7,141,3,0
1,142,1,1
3,142,2,0
5,142,3,0
7,142,4,0
9,142,2,0
1,143,1,1
2,143,1,1
3,143,1,1
4,143,1,1
5,143,2,1
1,144,1,1
5,144,1,1
7,144,2,0
11,144,3,0
13,144,2,0
1,145,1,1
2,145,1,1
3,145,2,1
4,145,3,1
6,145,2,0
1,146,1,1
3,146,1,1
5,146,3,0
7,146,1,1
9,146,2,1
1,147,1,1
2,147,1,1
4,147,1,1
5,147,2,0
8,147,3,0
1,148,1,1
3,148,2,0
5,148,2,0
7,148,3,0
9,148,3,0
1,149,1,1
2,149,1,1
3,149,1,1
4,149,2,1
5,149,1,1
1,150,1,1
7,150,3,0
11,150,3,0
13,150,2,0
17,150,2,0
1,151,1,1
2,151,1,1
3,151,2,1
4,151,1,1
5,151,2,1
1,152,1,1
3,152,1,1
5,152,2,1
7,152,2,0
9,152,1,1
1,153,1,1
2,153,1,1
4,153,2,0
5,153,2,1
7,153,1,1
1,154,1,1
3,154,2,0
5,154,1,1
9,154,4,0
13,154,2,0
1,155,1,1
2,155,1,1
3,155,1,1
4,155,1,1
6,155,1,1
1,156,1,1
5,156,2,0
7,156,3,0
11,156,3,0
17,156,3,0
1,157,1,1
2,157,1,1
3,157,2,1
4,157,3,1
5,157,3,1
1,158,1,1
3,158,1,1
5,158,2,0
7,158,2,1
9,158,3,0
1,159,1,1
2,159,1,1
4,159,1,1
5,159,1,1
7,159,2,1
1,160,1,1
3,160,2,0
7,160,1,1
9,160,2,0
11,160,2,0
1,161,1,1
2,161,1,1
3,161,1,1
4,161,2,1
5,161,3,1
1,162,1,1
5,162,2,0
7,162,2,0
11,162,2,0
13,162,3,0
1,163,1,1
2,163,1,1
3,163,2,1
4,163,1,1
5,163,2,1
1,164,1,1
3,164,1,1
5,164,1,1
7,164,2,0
9,164,3,0
1,165,1,1
2,165,1,1
4,165,2,0
7,165,2,0
8,165,2,0
1,166,1,1
3,166,2,0
5,166,3,0
7,166,2,0
9,166,4,0
1,167,1,1
2,167,1,1
3,167,1,1
4,167,1,1
5,167,2,1
1,168,1,1
5,168,2,0
11,168,2,0
13,168,1,1
17,168,2,0
1,169,1,1
2,169,1,1
3,169,2,1
4,169,3,1
5,169,1,1
1,170,1,1
3,170,1,1
7,170,2,0
9,170,1,1
11,170,4,0
1,171,1,1
2,171,1,1
4,171,1,1
5,171,2,1
7,171,2,1
1,172,1,1
3,172,2,0
5,172,3,0
7,172,3,0
9,172,3,0
1,173,1,1
2,173,1,1
3,173,1,1
4,173,2,1
5,173,2,1
1,174,1,1
5,174,1,1
7,174,1,1
11,174,2,0
13,174,3,0
1,175,1,1
2,175,1,1
3,175,2,1
4,175,1,1
6,175,2,0
1,176,1,1
3,176,1,1
5,176,2,0
7,176,3,0
9,176,2,0
1,177,1,1
2,177,1,1
4,177,2,0
5,177,2,0
7,177,3,0
1,178,1,1
3,178,2,0
5,178,2,0
7,178,3,0
9,178,2,0
1,179,1,1
2,179,1,1
3,179,1,1
4,179,1,1
5,179,1,1
1,180,1,1
7,180,2,0
11,180,3,0
13,180,2,0
17,180,3,0
1,181,1,1
2,181,1,1
3,181,2,1
4,181,3,1
5,181,4,1
1,182,1,1
3,182,1,1
5,182,2,1
9,182,2,0
11,182,3,1
1,183,1,1
2,183,1,1
4,183,1,1
5,183,2,1
7,183,3,0
1,184,1,1
3,184,2,0
5,184,1,1
7,184,2,1
9,184,2,1
1,185,1,1
2,185,1,1
3,185,1,1
4,185,2,1
6,185,1,1
1,186,1,1
5,186,3,0
7,186,2,0
11,186,1,1
13,186,3,0
1,187,1,1
2,187,1,1
3,187,2,1
4,187,1,1
5,187,3,1
1,188,1,1
3,188,1,1
5,188,2,0
7,188,1,1
9,188,1,1
1,189,1,1
2,189,1,1
4,189,2,0
5,189,1,1
8,189,2,0
1,190,1,1
3,190,2,0
7,190,3,0
9,190,3,0
11,190,3,0
1,191,1,1
2,191,1,1
3,191,1,1
4,191,1,1
5,191,2,1
1,192,1,1
5,192,2,0
7,192,2,0
11,192,2,0
13,192,2,0
1,193,1,1
2,193,1,1
3,193,2,1
4,193,3,1
5,193,2,1
1,194,1,1
3,194,1,1
5,194,1,1
7,194,2,0
9,194,3,0
1,195,1,1
2,195,1,1
4,195,1,1
7,195,1,1
8,195,2,0
1,196,1,1
3,196,2,0
5,196,2,0
9,196,2,0
11,196,2,0
1,197,1,1
2,197,1,1
3,197,1,1
4,197,2,1
5,197,2,1
1,198,1,1
5,198,2,0
7,198,3,0
13,198,3,0
17,198,2,0
1,199,1,1
2,199,1,1
3,199,2,1
4,199,1,1
5,199,1,1
1,200,1,1
3,200,1,1
7,200,2,1
9,200,3,1
11,200,4,1
1,201,1,1
2,201,1,1
4,201,2,0
5,201,3,0
7,201,2,1
1,202,1,1
3,202,2,0
5,202,3,0
7,202,1,1
9,202,4,0
1,203,1,1
2,203,1,1
3,203,1,1
4,203,1,1
5,203,2,1
1,204,1,1
5,204,1,1
7,204,2,0
11,204,2,1
13,204,2,0
1,205,1,1
2,205,1,1
3,205,2,1
4,205,3,1
6,205,2,0
1,206,1,1
3,206,1,1
5,206,3,0
7,206,3,0
9,206,1,1
1,207,1,1
2,207,1,1
4,207,1,1
5,207,2,0
7,207,2,0
1,208,1,1
3,208,2,0
5,208,2,0
7,208,2,0
9,208,2,0
1,209,1,1
2,209,1,1
3,209,1,1
4,209,2,1
5,209,1,1
1,210,1,1
11,210,2,0
13,210,3,0
17,210,3,0
19,210,3,0
1,211,1,1
2,211,1,1
3,211,2,1
4,211,1,1
5,211,2,1
1,212,1,1
3,212,1,1
5,212,2,1
7,212,3,1
9,212,2,0
1,213,1,1
2,213,1,1
4,213,2,0
5,213,2,1
7,213,3,0
1,214,1,1
3,214,2,0
5,214,1,1
7,214,3,0
9,214,2,0
1,215,1,1
2,215,1,1
3,215,1,1
4,215,1,1
6,215,1,1
1,216,1,1
5,216,2,0
7,216,1,1
11,216,2,0
13,216,3,0
1,217,1,1
2,217,1,1
3,217,2,1
4,217,3,1
5,217,3,1
1,218,1,1
3,218,1,1
5,218,2,0
7,218,4,0
9,218,5,0
1,219,1,1
2,219,1,1
4,219,1,1
5,219,1,1
7,219,2,1
1,220,1,1
3,220,2,0
7,220,2,0
9,220,2,0
13,220,1,1
1,221,1,1
2,221,1,1
3,221,1,1
4,221,2,1
5,221,3,1
1,222,1,1
5,222,2,0
7,222,2,0
11,222,3,0
13,222,3,0
1,223,1,1
2,223,1,1
3,223,2,1
4,223,1,1
5,223,2,1
1,224,1,1
3,224,1,1
5,224,1,1
9,224,1,1
11,224,2,0
1,225,1,1
2,225,1,1
4,225,2,0
7,225,3,0
8,225,4,0
1,226,1,1
3,226,2,0
5,226,3,0
7,226,4,0
9,226,4,0
1,227,1,1
2,227,1,1
3,227,1,1
4,227,1,1
5,227,2,1
1,228,1,1
5,228,2,0
7,228,2,0
11,228,2,0
13,228,2,0
1,229,1,1
2,229,1,1
3,229,2,1
4,229,3,1
5,229,1,1
1,230,1,1
3,230,1,1
7,230,1,1
9,230,3,0
11,230,1,1
1,231,1,1
2,231,1,1
4,231,1,1
5,231,2,1
8,231,1,1
1,232,1,1
3,232,2,0
5,232,3,0
7,232,3,0
9,232,2,0
1,233,1,1
2,233,1,1
3,233,1,1
4,233,2,1
5,233,2,1
1,234,1,1
5,234,1,1
7,234,3,0
11,234,3,0
17,234,3,0
1,235,1,1
2,235,1,1
3,235,2,1
4,235,1,1
6,235,2,0
1,236,1,1
3,236,1,1
5,236,2,0
7,236,2,0
9,236,3,0
1,237,1,1
2,237,1,1
4,237,2,0
5,237,2,0
7,237,1,1
1,238,1,1
3,238,2,0
5,238,2,0
9,238,3,0
11,238,3,0
1,239,1,1
2,239,1,1
3,239,1,1
4,239,1,1
5,239,1,1
1,240,1,1
7,240,2,0
11,240,2,0
13,240,3,0
17,240,2,0
1,241,1,1
2,241,1,1
3,241,2,1
4,241,3,1
5,241,4,1
1,242,1,1
3,242,1,1
5,242,2,1
7,242,2,1
9,242,1,1
1,243,1,1
2,243,1,1
4,243,1,1
5,243,2,1
7,243,2,1
1,244,1,1
3,244,2,0
5,244,1,1
7,244,1,1
9,244,3,0
1,245,1,1
2,245,1,1
3,245,1,1
4,245,2,1
6,245,1,1
1,246,1,1
5,246,3,0
7,246,2,0
11,246,3,0
13,246,1,1
1,247,1,1
2,247,1,1
3,247,2,1
4,247,1,1
5,247,3,1
1,248,1,1
3,248,1,1
5,248,2,0
7,248,2,0
9,248,2,0
1,249,1,1
2,249,1,1
4,249,2,0
5,249,1,1
7,249,2,0
1,250,1,1
3,250,2,0
7,250,2,0
9,250,2,0
11,250,3,0
1,251,1,1
2,251,1,1
3,251,1,1
4,251,1,1
5,251,2,1
1,252,1,1
5,252,2,0
11,252,1,1
13,252,3,0
17,252,2,0
1,253,1,1
2,253,1,1
3,253,2,1
4,253,3,1
5,253,2,1
1,254,1,1
3,254,1,1
5,254,1,1
7,254,2,1
9,254,3,1
1,255,1,1
2,255,1,1
4,255,1,1
7,255,2,1
8,255,1,1
1,256,1,1
3,256,2,0
5,256,2,0
7,256,3,0
9,256,3,0
1,257,1,1
2,257,1,1
3,257,1,1
4,257,2,1
5,257,2,1
1,258,1,1
5,258,2,0
7,258,1,1
11,258,2,0
13,258,2,0
1,259,1,1
2,259,1,1
3,259,2,1
4,259,1,1
5,259,1,1
1,260,1,1
3,260,1,1
7,260,3,0
9,260,1,1
11,260,2,0
1,261,1,1
2,261,1,1
4,261,2,0
5,261,3,0
7,261,4,0
1,262,1,1
3,262,2,0
5,262,3,0
7,262,3,0
9,262,3,0
1,263,1,1
2,263,1,1
3,263,1,1
4,263,1,1
5,263,2,1
1,264,1,1
5,264,1,1
7,264,2,0
13,264,3,0
17,264,2,0
1,265,1,1
2,265,1,1
3,265,2,1
4,265,3,1
6,265,2,0
1,266,1,1
3,266,1,1
5,266,3,0
9,266,3,0
11,266,4,0
1,267,1,1
2,267,1,1
4,267,1,1
5,267,2,0
7,267,3,0
1,268,1,1
3,268,2,0
5,268,2,0
7,268,3,0
9,268,2,0
1,269,1,1
2,269,1,1
3,269,1,1
4,269,2,1
5,269,1,1
1,270,1,1
7,270,2,0
11,270,2,0
13,270,2,0
17,270,2,0
1,271,1,1
2,271,1,1
3,271,2,1
4,271,1,1
5,271,2,1
1,272,1,1
3,272,1,1
5,272,2,1
7,272,1,1
9,272,2,1
1,273,1,1
2,273,1,1
4,273,2,0
5,273,2,1
8,273,2,0
1,274,1,1
3,274,2,0
5,274,1,1
7,274,3,0
9,274,2,1
1,275,1,1
2,275,1,1
3,275,1,1
4,275,1,1
6,275,1,1
1,276,1,1
5,276,2,0
7,276,2,0
11,276,3,0
13,276,3,0
1,277,1,1
2,277,1,1
3,277,2,1
4,277,3,1
5,277,3,1
1,278,1,1
3,278,1,1
5,278,2,0
7,278,2,0
9,278,1,1
1,279,1,1
2,279,1,1
4,279,1,1
5,279,1,1
7,279,1,1
1,280,1,1
3,280,2,0
9,280,2,0
11,280,3,0
13,280,3,0
1,281,1,1
2,281,1,1
3,281,1,1
4,281,2,1
5,281,3,1
1,282,1,1
5,282,2,0
7,282,3,0
11,282,3,0
13,282,3,0
1,283,1,1
2,283,1,1
3,283,2,1
4,283,1,1
5,283,2,1
1,284,1,1
3,284,1,1
5,284,1,1
7,284,2,1
9,284,2,0
1,285,1,1
2,285,1,1
4,285,2,0
7,285,2,1
8,285,2,0
1,286,1,1
3,286,2,0
5,286,3,0
7,286,1,1
9,286,2,0
1,287,1,1
2,287,1,1
3,287,1,1
4,287,1,1
5,287,2,1
1,288,1,1
5,288,2,0
7,288,2,0
11,288,2,0
13,288,3,0
1,289,1,1
2,289,1,1
3,289,2,1
4,289,3,1
5,289,1,1
1,290,1,1
3,290,1,1
7,290,3,0
9,290,4,0
11,290,4,0
1,291,1,1
2,291,1,1
4,291,1,1
5,291,2,1
7,291,2,0
1,292,1,1
3,292,2,0
5,292,3,0
7,292,2,0
9,292,4,0
1,293,1,1
2,293,1,1
3,293,1,1
4,293,2,1
5,293,2,1
1,294,1,1
5,294,1,1
11,294,2,0
13,294,2,1
17,294,3,0
1,295,1,1
2,295,1,1
3,295,2,1
4,295,1,1
6,295,2,0
1,296,1,1
3,296,1,1
5,296,2,0
7,296,3,0
9,296,1,1
1,297,1,1
2,297,1,1
4,297,2,0
5,297,2,0
7,297,3,0
1,298,1,1
3,298,2,0
5,298,2,0
7,298,3,0
9,298,4,0
1,299,1,1
2,299,1,1
3,299,1,1
4,299,1,1
5,299,1,1
1,300,1,1
7,300,1,1
11,300,3,0
13,300,2,0
17,300,2,0
1,301,1,1
2,301,1,1
3,301,2,1
4,301,3,1
5,301,4,1
1,302,1,1
3,302,1,1
5,302,2,1
7,302,4,0
9,302,3,0
1,303,1,1
2,303,1,1
4,303,1,1
5,303,2,1
7,303,3,1
1,304,1,1
3,304,2,0
5,304,1,1
7,304,2,0
9,304,2,0
1,305,1,1
2,305,1,1
3,305,1,1
4,305,2,1
6,305,1,1
1,306,1,1
5,306,3,0
7,306,2,0
11,306,2,0
13,306,2,0
1,307,1,1
2,307,1,1
3,307,2,1
4,307,1,1
5,307,3,1
1,308,1,1
3,308,1,1
5,308,2,0
9,308,2,0
13,308,2,0
1,309,1,1
2,309,1,1
4,309,2,0
5,309,1,1
7,309,3,0
1,310,1,1
3,310,2,0
7,310,2,0
9,310,2,0
11,310,3,0
1,311,1,1
2,311,1,1
3,311,1,1
4,311,1,1
5,311,2,1
1,312,1,1
5,312,2,0
7,312,2,0
11,312,3,0
17,312,4,0
1,313,1,1
2,313,1,1
3,313,2,1
4,313,3,1
5,313,2,1
1,314,1,1
3,314,1,1
5,314,1,1
7,314,1,1
9,314,1,1
1,315,1,1
2,315,1,1
4,315,1,1
8,315,2,0
11,315,2,1
1,316,1,1
3,316,2,0
5,316,2,0
7,316,3,0
9,316,3,0
1,317,1,1
2,317,1,1
3,317,1,1
4,317,2,1
5,317,2,1
1,318,1,1
5,318,2,0
7,318,3,0
11,318,1,1
13,318,4,0
1,319,1,1
2,319,1,1
3,319,2,1
4,319,1,1
5,319,1,1
1,320,1,1
3,320,1,1
7,320,2,0
9,320,2,0
11,320,2,0
1,321,1,1
2,321,1,1
4,321,2,0
5,321,3,0
7,321,1,1
1,322,1,1
3,322,2,0
5,322,3,0
9,322,2,0
11,322,4,0
1,323,1,1
2,323,1,1
3,323,1,1
4,323,1,1
5,323,2,1
1,324,1,1
5,324,1,1
7,324,2,1
11,324,2,0
13,324,1,1
1,325,1,1
2,325,1,1
3,325,2,1
4,325,3,1
6,325,2,0
1,326,1,1
3,326,1,1
5,326,3,0
7,326,2,1
9,326,3,1
1,327,1,1
2,327,1,1
4,327,1,1
5,327,2,0
7,327,2,1
1,328,1,1
3,328,2,0
5,328,2,0
7,328,1,1
9,328,3,0
1,329,1,1
2,329,1,1
3,329,1,1
4,329,2,1
5,329,1,1
1,330,1,1
7,330,2,0
13,330,3,0
17,330,2,0
19,330,3,0
1,331,1,1
2,331,1,1
3,331,2,1
4,331,1,1
5,331,2,1
1,332,1,1
3,332,1,1
5,332,2,1
7,332,2,0
9,332,1,1
1,333,1,1
2,333,1,1
4,333,2,0
5,333,2,1
7,333,2,0
1,334,1,1
3,334,2,0
5,334,1,1
7,334,2,0
9,334,3,0
1,335,1,1
2,335,1,1
3,335,1,1
4,335,1,1
6,335,1,1
1,336,1,1
5,336,2,0
11,336,3,0
13,336,2,0
17,336,2,0
1,337,1,1
2,337,1,1
3,337,2,1
4,337,3,1
5,337,3,1
1,338,1,1
3,338,1,1
5,338,2,0
7,338,3,0
9,338,3,0
1,339,1,1
2,339,1,1
4,339,1,1
5,339,1,1
7,339,2,1
1,340,1,1
3,340,2,0
7,340,3,0
9,340,2,0
11,340,1,1
1,341,1,1
2,341,1,1
3,341,1,1
4,341,2,1
5,341,3,1
1,342,1,1
5,342,2,0
7,342,1,1
11,342,4,0
13,342,2,0
1,343,1,1
2,343,1,1
3,343,2,1
4,343,1,1
5,343,2,1
1,344,1,1
3,344,1,1
5,344,1,1
7,344,3,0
9,344,4,0
1,345,1,1
2,345,1,1
4,345,2,0
7,345,2,0
8,345,3,0
1,346,1,1
3,346,2,0
5,346,3,0
7,346,3,0
9,346,4,0
1,347,1,1
2,347,1,1
3,347,1,1
4,347,1,1
5,347,2,1
1,348,1,1
5,348,2,0
7,348,2,0
11,348,2,0
13,348,2,0
1,349,1,1
2,349,1,1
3,349,2,1
4,349,3,1
5,349,1,1
1,350,1,1
3,350,1,1
9,350,1,1
11,350,2,0
13,350,1,1
1,351,1,1
2,351,1,1
